time,pos_x,pos_y,pos_theta,target_angle_rad,error_angle_rad,error_x,error_y,error_distance,vel_linear_x,vel_angular_z,vel_x_global,vel_y_global,state
4.76837158203125e-07,5.544444561004639,5.544444561004639,0.0,2.242794238526954,0.0,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,0.0,0.0,0.0,ROTACIONAR
0.0003218650817871094,5.544444561004639,5.544444561004639,0.0,2.242794238526954,2.242794238526954,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.0006382465362548828,5.544444561004639,5.544444561004639,0.0,2.242794238526954,2.242794238526954,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.0008997917175292969,5.544444561004639,5.544444561004639,0.0,2.242794238526954,2.242794238526954,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.0011518001556396484,5.544444561004639,5.544444561004639,0.0,2.242794238526954,2.242794238526954,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.004780292510986328,5.544444561004639,5.544444561004639,0.0,2.242794238526954,2.242794238526954,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.021359682083129883,5.544444561004639,5.544444561004639,0.01600000075995922,2.242794238526954,2.226794237766995,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.03679704666137695,5.544444561004639,5.544444561004639,0.03200000151991844,2.242794238526954,2.2107942370070357,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.053392887115478516,5.544444561004639,5.544444561004639,0.04800000041723251,2.242794238526954,2.1947942381097216,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.06977701187133789,5.544444561004639,5.544444561004639,0.06400000303983688,2.242794238526954,2.1787942354871173,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.08597469329833984,5.544444561004639,5.544444561004639,0.07999999821186066,2.242794238526954,2.1627942403150935,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.10201621055603027,5.544444561004639,5.544444561004639,0.09600000083446503,2.242794238526954,2.146794237692489,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.11812853813171387,5.544444561004639,5.544444561004639,0.1120000034570694,2.242794238526954,2.1307942350698847,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.13409757614135742,5.544444561004639,5.544444561004639,0.12800000607967377,2.242794238526954,2.1147942324472804,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.15014123916625977,5.544444561004639,5.544444561004639,0.14399999380111694,2.242794238526954,2.098794244725837,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.1653461456298828,5.544444561004639,5.544444561004639,0.1599999964237213,2.242794238526954,2.082794242103233,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.18136239051818848,5.544444561004639,5.544444561004639,0.17599999904632568,2.242794238526954,2.0667942394806285,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.19765067100524902,5.544444561004639,5.544444561004639,0.19200000166893005,2.242794238526954,2.050794236858024,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.21358132362365723,5.544444561004639,5.544444561004639,0.20800000429153442,2.242794238526954,2.0347942342354197,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
0.22968196868896484,5.544444561004639,5.544444561004639,0.2240000069141388,2.242794238526954,2.0187942316128153,-3.5444445610046387,4.455555438995361,5.693422653904812,0.0,1.0,0.0,0.0,ROTACIONAR
